,idno,formid,form_model,title,nation,year_start,year_end,repositoryid,repo_title,created,changed,varcount,total_views,authoring_entity,total_downloads,rank,type,id,url,link_da,Unnamed: 0,Category
465,UNHCR_ETH_KAP_2017_SHIRE_ADIHARUSH_v2.1,3,licensed,"KPC (KAP) Survey Report Shire, Adi-Harush camp - 2017",Ethiopia,2017,2017,EHA,East and Horn of Africa,2019-10-29T12:15:22+01:00,2019-10-29T12:15:41+01:00,129,6454,UNHCR,574,1,survey,153,https://microdata.unhcr.org/index.php/catalog/153,,11.0,KPC (KAP) Survey Report
466,UNHCR_ETH_KAP_2017_SHIRE_MAYINI_v2.1,3,licensed,"KPC (KAP) Survey Report Shire, May-Aini camp - 2017",Ethiopia,2017,2017,EHA,East and Horn of Africa,2019-10-29T12:29:20+01:00,2019-10-29T12:35:12+01:00,129,5853,UNHCR,7553,1,survey,155,https://microdata.unhcr.org/index.php/catalog/155,,13.0,KPC (KAP) Survey Report
467,UNHCR-ETH-2017-LIS-2.1,3,licensed,Livelihoods Programme Monitoring Beneficiary Survey in 2017,Ethiopia,2017,2017,EHA,East and Horn of Africa,2019-12-23T11:43:43+01:00,2019-12-23T11:47:30+01:00,89,5280,United Nations High Commissioner for Refugees,491,1,survey,199,https://microdata.unhcr.org/index.php/catalog/199,,20.0,Livelihoods Programme Monitoring Beneficiary Survey
468,UNHCR_ETH_KAP_2017_SHIRE_SHIMELBA_v2.1,3,licensed,"KPC (KAP) Survey Report Shire, Shimelba camp - 2017",Ethiopia,2017,2017,EHA,East and Horn of Africa,2019-10-29T12:36:19+01:00,2019-10-29T12:36:46+01:00,129,5239,UNHCR,414,1,survey,156,https://microdata.unhcr.org/index.php/catalog/156,,14.0,KPC (KAP) Survey Report
469,DDI_ETH_UNHCR_SENS_2017_v1.0,3,licensed,"Joint Standardized Expanded Nutrition Survey Final Report (Aysaita & Berhale) Refugee Camps, Afar Region, Ethiopia (September 2017)",Ethiopia,2017,2017,EHA,East and Horn of Africa,2020-02-13T14:36:56+01:00,2020-03-25T20:41:30+01:00,0,502,"UNHCR, ARRA, WFP, GOAL",123,1,survey,212,https://microdata.unhcr.org/index.php/catalog/212,,37.0,Standardized Expanded Nutrition Survey (SENS)
470,WBG_GHA_2017_WBCS_v01_M,5,remote,World Bank Group Country Survey 2017,Ghana,2017,2017,WBG,The World Bank Microdata Library,2021-05-19T03:41:42+02:00,2021-05-19T03:43:47+02:00,343,8302,Public Opinion Research Group,198,1,survey,401,https://microdata.unhcr.org/index.php/catalog/401,,127.0,World Bank Group Country Survey
471,UNHCR-GHA-LIS-2017-v2.1,3,licensed,Livelihoods Programme Monitoring Beneficiary Survey in 2017,Ghana,2017,2017,WA,West and Central Africa,2019-12-19T22:13:35+01:00,2019-12-19T22:16:36+01:00,89,4518,United Nations High Commissioner for Refugees,316,1,survey,193,https://microdata.unhcr.org/index.php/catalog/193,,20.0,Livelihoods Programme Monitoring Beneficiary Survey
472,UNHCR-GIN-LIS-2017-v2.1,3,licensed,Livelihoods Programme Monitoring Beneficiary Survey in 2017,Guinea,2017,2017,WA,West and Central Africa,2019-12-19T22:06:46+01:00,2019-12-19T22:10:48+01:00,89,3835,United Nations High Commissioner for Refugees,327,1,survey,192,https://microdata.unhcr.org/index.php/catalog/192,,20.0,Livelihoods Programme Monitoring Beneficiary Survey
473,WBG_IRQ_2017_SWIFT_v01_M,5,remote,Rapid Welfare Monitoring Survey 2017,Iraq,2017,2018,WBG,The World Bank Microdata Library,2021-05-19T03:53:09+02:00,2021-05-19T03:53:09+02:00,198,4686,Central Statistical Organization (CSO),157,1,survey,404,https://microdata.unhcr.org/index.php/catalog/404,,130.0,Rapid Welfare Monitoring Survey
474,UNHCR_JOR_2020_HV8_v2.1,3,licensed,"Home Visits (version 8), 2017-2018",Jordan,2017,2018,MENA,Middle East and North Africa,2021-02-16T22:15:55+01:00,2021-02-16T22:17:17+01:00,248,5424,United Nations High Commissioner for Refugees,138,1,survey,289,https://microdata.unhcr.org/index.php/catalog/289,,89.0,Home Visits
475,UNHCR_JOR_2020_HV7_v2.1,3,licensed,"Home Visits (version 7), 2017",Jordan,2017,2017,MENA,Middle East and North Africa,2021-02-16T22:15:21+01:00,2021-02-16T22:16:40+01:00,235,5191,United Nations High Commissioner for Refugees,164,1,survey,288,https://microdata.unhcr.org/index.php/catalog/288,,88.0,Home Visits
476,UNHCR-JOR-LIS-2017-v2.1,3,licensed,Livelihoods Programme Monitoring Beneficiary Survey in 2017,Jordan,2017,2017,MENA,Middle East and North Africa,2019-12-19T16:51:44+01:00,2019-12-19T16:54:29+01:00,89,5108,United Nations High Commissioner for Refugees,428,1,survey,191,https://microdata.unhcr.org/index.php/catalog/191,,20.0,Livelihoods Programme Monitoring Beneficiary Survey
477,UNHCR-KEN-LIS-2017-v2.1,3,licensed,Livelihoods Programme Monitoring Beneficiary Survey in 2017,Kenya,2017,2017,EHA,East and Horn of Africa,2019-12-19T22:29:17+01:00,2019-12-19T22:32:22+01:00,89,4432,United Nations High Commissioner for Refugees,353,1,survey,196,https://microdata.unhcr.org/index.php/catalog/196,,20.0,Livelihoods Programme Monitoring Beneficiary Survey
478,UNHCR_KEN_2017_SENS_Kakuma_v2.1,3,licensed,"Standardized Expanded Nutrition Survey (SENS), Kakuma and Kalobeyei Refugee Camps - 2017",Kenya,2017,2017,EHA,East and Horn of Africa,2021-09-24T21:05:54+02:00,2021-09-24T21:38:15+02:00,103,2469,UNHCR,139,1,survey,510,https://microdata.unhcr.org/index.php/catalog/510,,210.0,Standardized Expanded Nutrition Survey (SENS)
479,UNHCR_KEN_2017_SENS_Dadaab_v2.1,3,licensed,"Standardized Expanded Nutrition Survey (SENS), Dadaab Refugee Camps - 2017",Kenya,2017,2017,EHA,East and Horn of Africa,2021-12-22T16:43:35+01:00,2022-03-17T13:13:46+01:00,119,1974,"UNHCR, IRC, Kenyan Red Cross, Medicins sans Frontieres, Islamic Relief Kenya, WFP",35,1,survey,589,https://microdata.unhcr.org/index.php/catalog/589,,239.0,Standardized Expanded Nutrition Survey (SENS)
480,UNHCR_LBN_2017_VASYRv2.1,3,licensed,Vulnerability Assessment of Syrian Refugees - 2017,Lebanon,2017,2017,MENA,Middle East and North Africa,2020-03-23T23:28:11+01:00,2020-03-23T23:42:04+01:00,566,22489,"UNHCR, UNICEF, WFP",398,1,survey,222,https://microdata.unhcr.org/index.php/catalog/222,,45.0,Vulnerability Assessment of Syrian Refugees (VASYR)
481,UNHCR-MWI-2017-SEA-1.1,3,licensed,Socio-economic assessment of refugees and asylum seekers in Malawi's Dzaleka and Luwani camps 2017,Malawi,2017,2017,SAO,Southern Africa,2019-12-05T13:53:07+01:00,2019-12-05T13:56:05+01:00,538,11724,Office of the High Commissioner for Refugees,172716,1,survey,185,https://microdata.unhcr.org/index.php/catalog/185,,22.0,Socioeconomic Assessment of Refugees
482,UNHCR-MWI-LIS-2017-v2.1,3,licensed,Livelihoods Programme Monitoring Beneficiary Survey in 2017,Malawi,2017,2017,SAO,Southern Africa,2019-12-04T22:26:33+01:00,2019-12-05T12:51:03+01:00,89,4560,United Nations High Commissioner for Refugees,318,1,survey,174,https://microdata.unhcr.org/index.php/catalog/174,,20.0,Livelihoods Programme Monitoring Beneficiary Survey
483,UNHCR-MOZ-LIS-2017-v2.1,3,licensed,Livelihoods Programme Monitoring Beneficiary Survey in 2017,Mozambique,2017,2017,SAO,Southern Africa,2019-12-05T14:45:53+01:00,2019-12-05T14:48:26+01:00,89,5543,United Nations High Commissioner for Refugees,233,1,survey,188,https://microdata.unhcr.org/index.php/catalog/188,,20.0,Livelihoods Programme Monitoring Beneficiary Survey
484,UNHCR_RWA_2017_EIS_data_v1.1,2,public,"Energy Monitoring Framework Survey, 2017",Rwanda,2017,2017,EHA,East and Horn of Africa,2021-04-09T22:46:45+02:00,2021-04-09T22:46:45+02:00,101,2423,UNHCR,78,1,survey,316,https://microdata.unhcr.org/index.php/catalog/316,,103.0,Energy Monitoring Framework Survey
485,UNHCR-SOM-LIS-2017-v2.1,3,licensed,Livelihoods Programme Monitoring Beneficiary Survey in 2017,Somalia,2017,2017,EHA,East and Horn of Africa,2019-12-19T22:25:17+01:00,2019-12-19T22:28:03+01:00,89,4422,United Nations High Commissioner for Refugees,331,1,survey,195,https://microdata.unhcr.org/index.php/catalog/195,,20.0,Livelihoods Programme Monitoring Beneficiary Survey
486,WBG_SSD_2017_HFS-W4-CRS_v01_M,5,remote,High Frequency Survey: Wave 4 and Crisis Recovery Survey 2017,South Sudan,2017,2017,WBG,The World Bank Microdata Library,2021-09-22T19:52:38+02:00,2021-09-22T19:52:38+02:00,790,8712,South Sudan National Bureau of Statistics,240,1,survey,503,https://microdata.unhcr.org/index.php/catalog/503,,203.0,High Frequency Survey
487,UNCHR_SSD_2017_WASHKAP_v2.1,3,licensed,KAP WASH 2017 in South Sudan's Ajuong Thok and Pamir Camps,South Sudan,2017,2017,EHA,East and Horn of Africa,2020-08-24T11:48:16+02:00,2020-08-24T11:53:52+02:00,66,2961,"UNHCR, Samaritan's Purse",276,1,survey,251,https://microdata.unhcr.org/index.php/catalog/251,,66.0,KAP WASH Survey
488,UNHCR_TZA_2017_SENS_KIGOMA_v2.1,3,licensed,"Standardized Expanded Nutrition Survey (SENS) in Kigoma Refugee Camps (Nyarugusu, Nduta and Mtendeli) - October 2017",Tanzania,2017,2017,EHA,East and Horn of Africa,2020-03-25T13:47:17+01:00,2020-05-20T13:32:15+02:00,120,3158,UNHCR,413,1,survey,225,https://microdata.unhcr.org/index.php/catalog/225,,48.0,Standardized Expanded Nutrition Survey (SENS)
489,UNHCR_TZA_2017_EIS_data_v1.1,2,public,"Energy Monitoring Framework Survey, 2017",Tanzania,2017,2017,EHA,East and Horn of Africa,2021-04-09T22:47:30+02:00,2021-04-09T22:47:30+02:00,101,1759,UNHCR,43,1,survey,322,https://microdata.unhcr.org/index.php/catalog/322,,103.0,Energy Monitoring Framework Survey
490,FAO_UGA_2017_RIMA_v01_EN_M_v01_A_OCS,5,remote,Resilience Index Measurement and Analysis 2017,Uganda,2017,2017,FAO,The Food and Agriculture Microdata Catalogue (FAM),2021-06-17T10:00:25+02:00,2021-06-17T10:00:25+02:00,2195,21584,"Food and Agricultural Organization of the United Nations, Office of the Prime Minister of Uganda",121,1,survey,462,https://microdata.unhcr.org/index.php/catalog/462,,173.0,Resilience Index Measurement and Analysis
491,UNHCR_UKR_2017_ShelterMonit_v2.1,3,licensed,Monitoring of the Shelter Programme - 2017,Ukraine,2017,2018,EURO,Europe,2021-11-29T18:28:25+01:00,2021-12-21T17:51:06+01:00,66,1301,UNHCR,121,1,survey,567,https://microdata.unhcr.org/index.php/catalog/567,,227.0,Monitoring of the Shelter Programme
492,UNHCR-ZMB-LIS-2017-v2.1,3,licensed,Livelihoods Programme Monitoring Beneficiary Survey in 2017,Zambia,2017,2017,SAO,Southern Africa,2019-12-04T21:46:22+01:00,2019-12-05T12:53:07+01:00,89,3872,United Nations High Commissioner for Refugees,312,1,survey,172,https://microdata.unhcr.org/index.php/catalog/172,,20.0,Livelihoods Programme Monitoring Beneficiary Survey
493,UNHCR_ZMB_2017_SENS_v2.1,3,licensed,Standardised Expanded Nutrition Survey (Mayukwayukwa and Meheba) - 2017,Zambia,2017,2017,SAO,Southern Africa,2022-03-22T14:59:12+01:00,2022-03-22T14:59:12+01:00,103,2194,UNHCR,40,1,survey,628,https://microdata.unhcr.org/index.php/catalog/628,,267.0,Standardized Expanded Nutrition Survey (SENS)
494,UNHCR_ZWE_SEA_2017_v2.1,3,licensed,Socio-economic assessment of refugees in Tongogara camp 2017,Zimbabwe,2017,2017,SAO,Southern Africa,2020-01-16T14:11:13+01:00,2020-01-16T16:48:55+01:00,356,51250,UNHCR,2789,1,survey,205,https://microdata.unhcr.org/index.php/catalog/205,,30.0,Socioeconomic Assessment of Refugees
495,UNHCR-ZWE-LIS-2017-v2.1,3,licensed,Livelihoods Programme Monitoring Beneficiary Survey in 2017,Zimbabwe,2017,2017,SAO,Southern Africa,2019-12-04T21:28:52+01:00,2019-12-05T12:54:51+01:00,89,4770,United Nations High Commissioner for Refugees,375,1,survey,170,https://microdata.unhcr.org/index.php/catalog/170,,20.0,Livelihoods Programme Monitoring Beneficiary Survey
496,ORR_USA_2016_ASR_vEXT,5,remote,"Annual Survey of Refugees, 2016",United States of America,2017,2017,EXT,External datasets,2021-12-06T17:12:30+01:00,2022-06-27T10:55:23+02:00,332,2795,"Office of Refugee Resettlement, Urban Institute (Contractor)",0,1,survey,569,https://microdata.unhcr.org/index.php/catalog/569,,,
497,UNHCR_AFG_2016_VOL_REP,3,licensed,"Voluntary Repatriation, 2016",Afghanistan,2016,2016,ASIA,Asia Pacific,2022-01-18T14:26:11+01:00,2022-01-18T15:32:06+01:00,11,1175,UNHCR,126,1,survey,601,https://microdata.unhcr.org/index.php/catalog/601,,250.0,Voluntary Repatriation
498,UNHCR-BFA-2016-SEA-v2.1,3,licensed,Socio-economic assessment of Malian refugees - 2016,Burkina Faso,2016,2016,WA,West and Central Africa,2019-07-31T12:26:31+02:00,2022-12-19T14:46:07+01:00,475,32438,UNHCR,583192,1,survey,131,https://microdata.unhcr.org/index.php/catalog/131,,3.0,Socioeconomic Assessment of Refugees
499,UNHCR_CMR_2016_SEA_v2-1,3,licensed,"Socio-economic assessement of Central African refugees in Cameroon's Adamanou, Eastern and Northern regions 2016",Cameroon,2016,2016,WA,West and Central Africa,2019-07-31T12:37:00+02:00,2022-12-14T11:44:29+01:00,503,14600,UNHCR,644,1,survey,132,https://microdata.unhcr.org/index.php/catalog/132,,4.0,Socioeconomic Assessment of Refugees
500,UNHCR-CMR-2016-AUB-2.1,3,licensed,Analysis and Refinement of Targeting Mechanisms for Food and Multipurpose Cash Assistance to Central African Republic Refugees - 2016,Cameroon,2016,2016,WA,West and Central Africa,2020-03-02T09:46:48+01:00,2022-12-19T14:45:22+01:00,586,12485,UNHCR,256,1,survey,221,https://microdata.unhcr.org/index.php/catalog/221,,44.0,Analysis and Refinement of Targeting Mechanisms for Food and Multipurpose Cash Assistance
501,UNHCR_CMR_2016_SENS_OutOfCamp_v2.1,3,licensed,"Standardised Expanded Nutrition Survey (outside camps in Est, Adamaoua and Nord regions) - 2016",Cameroon,2016,2016,WA,West and Central Africa,2022-05-11T22:20:29+02:00,2022-05-11T22:20:29+02:00,142,2379,UNHCR,105,1,survey,631,https://microdata.unhcr.org/index.php/catalog/631,,268.0,Standardized Expanded Nutrition Survey (SENS)
502,UNHCR_CMR_2016_SENS_Minawao_v2.1,3,licensed,Standardised Expanded Nutrition Survey (Minawao) - 2016,Cameroon,2016,2016,WA,West and Central Africa,2022-05-12T18:39:01+02:00,2022-05-12T18:39:01+02:00,105,2060,UNHCR,64,1,survey,632,https://microdata.unhcr.org/index.php/catalog/632,,269.0,Standardized Expanded Nutrition Survey (SENS)
503,UNHCR_TCD_2016_SENS_East_v2.1,3,licensed,Standardised Expanded Nutrition Survey (East) - 2016,Chad,2016,2017,WA,West and Central Africa,2022-05-12T20:03:38+02:00,2022-05-12T20:03:38+02:00,50,678,UNHCR,38,1,survey,666,https://microdata.unhcr.org/index.php/catalog/666,,285.0,Standardized Expanded Nutrition Survey (SENS)
504,UNHCR_TCD_2016_SENS_South_v2.1,3,licensed,"Standardised Expanded Nutrition Survey (South, South-East and West) - 2016",Chad,2016,2017,WA,West and Central Africa,2022-05-12T20:01:36+02:00,2022-05-12T20:01:36+02:00,20,414,UNHCR,28,1,survey,665,https://microdata.unhcr.org/index.php/catalog/665,,284.0,Standardized Expanded Nutrition Survey (SENS)
505,UNHCR_SLV_2016_PROFILING_v2.1,3,licensed,"Internal displacement profiling, 2016",El Salvador,2016,2016,SA,Americas,2022-03-14T18:23:15+01:00,2022-03-14T18:23:33+01:00,214,1758,"UNHCR, DIGESTYC, FLACSO, JIPS",38,1,survey,637,https://microdata.unhcr.org/index.php/catalog/637,,271.0,Internal Displacement Profiling
506,UNHCR_IRQ_2016_PROFILING_v2.1,3,licensed,Profiling of South and Central Governorates - 2016,Iraq,2016,2016,MENA,Middle East and North Africa,2020-02-21T14:15:00+01:00,2020-02-21T14:24:20+01:00,102,4689,"Ministry of Displacement and Migration in Iraq Department of Information and Research, UNHCR, Joint IDP Profiling Service, Statistics Norway",264,1,survey,218,https://microdata.unhcr.org/index.php/catalog/218,,42.0,Internal Displacement Profiling
507,WBG_JOR_2016_DR-BL_v01_M,5,remote,"Comprehensive Baseline Study on Digital Remittances 2016, Demand-side Survey of Low-income Jordanians and Syrian Refugees in Jordan",Jordan,2016,2016,WBG,The World Bank Microdata Library,2021-05-19T04:02:10+02:00,2021-05-19T04:02:10+02:00,14633,26611,"IPSOS Public Affairs, IPSOS Jordan",455,1,survey,407,https://microdata.unhcr.org/index.php/catalog/407,,133.0,Baseline Study on Digital Remittances
508,WBG_JOR_2016_WBCS_v01_M,5,remote,World Bank Group Country Survey 2016,Jordan,2016,2016,WBG,The World Bank Microdata Library,2021-05-19T04:24:55+02:00,2021-05-19T04:24:55+02:00,473,5043,Public Opinion Research Group,166,1,survey,408,https://microdata.unhcr.org/index.php/catalog/408,,134.0,World Bank Group Country Survey
509,UNHCR-KEN-2016-Pemba-v2.1,3,licensed,Measuring statelessness: A study of the Pemba - 2016,Kenya,2016,2016,EHA,East and Horn of Africa,2020-06-18T15:56:51+02:00,2020-06-18T16:03:12+02:00,62,3134,"UNHCR, Norway Refugee Council",682,1,survey,236,https://microdata.unhcr.org/index.php/catalog/236,,55.0,Measuring statelessness
510,UNHCR_LBN_2016_VASYRv2.1,3,licensed,Vulnerability Assessment of Syrian Refugees - 2016,Lebanon,2016,2017,MENA,Middle East and North Africa,2020-03-24T18:47:02+01:00,2020-03-24T18:59:51+01:00,473,12293,"UNHCR, UNICEF, WFP",351,1,survey,223,https://microdata.unhcr.org/index.php/catalog/223,,46.0,Vulnerability Assessment of Syrian Refugees (VASYR)
511,WBG_LBN_2016_WBCS_v01_M,5,remote,World Bank Group Country Survey 2016,Lebanon,2016,2016,WBG,The World Bank Microdata Library,2021-05-19T05:04:10+02:00,2021-05-19T05:04:10+02:00,475,6227,Public Opinion Research Group,233,1,survey,417,https://microdata.unhcr.org/index.php/catalog/417,,134.0,World Bank Group Country Survey
512,UNHCR_MWI_2016_SENS_v2.1,3,licensed,Standardised Expanded Nutrition Survey (Dzaleka and Luwani Refugee Camps and Host Communities) - 2016,Malawi,2016,2016,SAO,Southern Africa,2022-05-18T19:10:12+02:00,2022-05-18T19:10:12+02:00,151,792,UNHCR,28,1,survey,660,https://microdata.unhcr.org/index.php/catalog/660,,280.0,Standardized Expanded Nutrition Survey (SENS)
513,UNHCR_NER_2016_KAP_KABLEWA_v2.1,3,licensed,"WASH KAP Survey Diffa Region, Kablewa - December 2016",Niger,2016,2016,WA,West and Central Africa,2019-10-29T14:18:12+01:00,2019-10-29T14:18:30+01:00,105,3631,UNHCR,357,1,survey,160,https://microdata.unhcr.org/index.php/catalog/160,,16.0,KAP WASH Survey
514,UNHCR_NER_MLRef_2016_SENS,3,licensed,"Standardized Expanded Nutrition Survey - 2016, Refugee camps in Abala, Tabarbarey, Mangaizé (Tillabéry) and refugees in host areas in Intikane and Tazalit (Tahoua)",Niger,2016,2016,WA,West and Central Africa,2021-08-12T17:21:41+02:00,2021-09-02T17:27:10+02:00,62,1077,"UNHCR, World Food Programme (WFP), United Nations Childrens Fund (UNICEF), Ministry of Health",83,1,survey,479,https://microdata.unhcr.org/index.php/catalog/479,,190.0,Standardized Expanded Nutrition Survey (SENS)
515,UNHCR_PHL_2016_Zamboanga_HB_IDP_Profiling,3,licensed,Zamboanga Home Based IDP Re-Profiling 2016,Philippines,2016,2016,ASIA,Asia Pacific,2020-09-28T13:17:19+02:00,2020-09-28T13:22:51+02:00,252,8979,UNHCR,544,1,survey,272,https://microdata.unhcr.org/index.php/catalog/272,,74.0,Internal Displacement Profiling
516,UNHCR-RWA-2016-SEA-2.1,3,licensed,"Socio-economic assessment of refugees in Rwanda's Gihembe, Kigeme and Kiziba camps - 2016",Rwanda,2016,2016,EHA,East and Horn of Africa,2019-12-05T13:58:28+01:00,2019-12-05T14:06:47+01:00,507,19871,UNHCR,337,1,survey,186,https://microdata.unhcr.org/index.php/catalog/186,,,
517,UNHCR_TZA_2016_SENS_KIGOMA_v2.1,3,licensed,"Standardized Expanded Nutrition Survey (SENS) in Kigoma Refugee Camps (Nyarugusu, Nduta and Mtendeli) - December 2016",Tanzania,2016,2016,EHA,East and Horn of Africa,2020-03-31T05:14:49+02:00,2020-05-20T13:32:39+02:00,108,2990,UNHCR,196,1,survey,228,https://microdata.unhcr.org/index.php/catalog/228,,51.0,Standardized Expanded Nutrition Survey (SENS)
518,UNHCR_UGA_2016_PublicLightning_v2.1,3,licensed,Community lighting in Northern Uganda’s Rhino Camp refugee settlement survey - 2016,Uganda,2016,2016,EHA,East and Horn of Africa,2021-06-08T17:44:50+02:00,2021-06-08T17:47:34+02:00,388,4664,UNHCR,0,1,survey,438,https://microdata.unhcr.org/index.php/catalog/438,,,
519,UNHCR_AFG_2015_VOL_REP,3,licensed,"Voluntary Repatriation, 2015",Afghanistan,2015,2015,ASIA,Asia Pacific,2022-01-18T14:25:03+01:00,2022-01-18T14:57:40+01:00,11,1000,UNHCR,108,1,survey,599,https://microdata.unhcr.org/index.php/catalog/599,,248.0,Voluntary Repatriation
520,UNHCR_BFA_SENS_2015,3,licensed,"Standardized Expanded Nutrition Survey - 2015, Refugee camps: Mentao and Goudebo",Burkina Faso,2015,2015,WA,West and Central Africa,2021-06-21T19:50:15+02:00,2021-06-21T19:50:21+02:00,98,1971,UNHCR,0,1,survey,467,https://microdata.unhcr.org/index.php/catalog/467,,178.0,Standardized Expanded Nutrition Survey (SENS)
521,UNHCR-CMR-2015-SENS_v1_3,3,licensed,"SENS survey in the Central African refugee sites of the eastern region and Adamou in Cameroon, January and March 2015",Cameroon,2015,2015,WA,West and Central Africa,2020-01-09T22:33:19+01:00,2020-01-09T22:43:20+01:00,125,3450,UNHCR,290,1,survey,200,https://microdata.unhcr.org/index.php/catalog/200,,26.0,Standardized Expanded Nutrition Survey (SENS)
522,DHS_COL_2015_ENDS_vEXT,5,remote,Encuesta Nacional de Demografía y Salud 2015,Colombia,2015,2016,EXT,External datasets,2022-01-31T17:54:50+01:00,2022-01-31T17:56:08+01:00,18101,21249,"Ministerio de Salud Protección Social, Asociación Probienestar de la Familia Colombiana (Profamilia)",0,1,survey,609,https://microdata.unhcr.org/index.php/catalog/609,,258.0,Demographic and Health Survey
523,WBG_IRQ_2015_SRHCS_v01_M,5,remote,"Survey of Syrian Refugees and Host Communities in Kurdistan, 2015-2016",Iraq,2015,2016,WBG,The World Bank Microdata Library,2021-05-19T03:50:36+02:00,2021-05-19T03:50:36+02:00,859,6488,World Bank,152,1,survey,403,https://microdata.unhcr.org/index.php/catalog/403,,129.0,Survey of Syrian Refugees and Host Communities
524,WBG_JOR_2015_SRHCS_v01_M,5,remote,"Survey of Syrian Refugees and Host Communities, 2015-2016",Jordan,2015,2016,WBG,The World Bank Microdata Library,2021-05-19T03:56:28+02:00,2021-05-19T03:56:28+02:00,824,5695,World Bank,161,1,survey,406,https://microdata.unhcr.org/index.php/catalog/406,,132.0,Survey of Syrian Refugees and Host Communities
525,UNHCR_KEN_2015_SEA_v2.1,3,licensed,Socio-economic assessment of refugees in Kenya's Kakuma camp 2015,Kenya,2015,2015,EHA,East and Horn of Africa,2019-03-07T16:52:51+01:00,2019-12-05T14:20:58+01:00,262,17110,UNHCR,489,1,survey,16,https://microdata.unhcr.org/index.php/catalog/16,,1.0,Socioeconomic Assessment of Refugees
526,WBG_LBN_2015-2016_SRHCS_v01_M,5,remote,"Survey of Syrian Refugees and Host Communities, 2015-2016",Lebanon,2015,2016,WBG,The World Bank Microdata Library,2021-05-19T05:01:45+02:00,2021-05-19T05:01:45+02:00,642,5477,World Bank,149,1,survey,416,https://microdata.unhcr.org/index.php/catalog/416,,132.0,Survey of Syrian Refugees and Host Communities
527,UNHCR_LBR_SENS_2015,3,licensed,"Standardized Expanded Nutrition Survey - 2015, Refugee camps: Bahn, PTP, and Little Wlebo",Liberia,2015,2015,WA,West and Central Africa,2021-06-11T20:41:19+02:00,2021-06-11T20:55:15+02:00,110,2072,UNHCR,53,1,survey,450,https://microdata.unhcr.org/index.php/catalog/450,,164.0,Standardized Expanded Nutrition Survey (SENS)
528,UNHCR_MOZ_2015_SENS_v2.1,3,licensed,Standardised Expanded Nutrition Survey (Maratane) - 2015,Mozambique,2015,2015,SAO,Southern Africa,2022-05-12T19:30:51+02:00,2022-05-12T19:30:51+02:00,77,366,UNHCR,15,1,survey,662,https://microdata.unhcr.org/index.php/catalog/662,,282.0,Standardized Expanded Nutrition Survey (SENS)
529,HDX_JIPS_SOM_2016_IDPProfiling_vEXT,5,remote,"Internal Displacement Profiling in Hargeisa, 2015",Somalia,2015,2015,EHA,East and Horn of Africa,2021-05-04T19:43:19+02:00,2021-05-04T19:44:23+02:00,0,584,Joint IDP Profiling Service (JIPS),0,1,survey,382,https://microdata.unhcr.org/index.php/catalog/382,,110.0,Internal Displacement Profiling
530,UNHCR-TCD-2015-SEA-1.1,3,licensed,Socio-economic assessment of refugees in Gozamir and Belom camps 2015,Chad,2014,2015,WA,West and Central Africa,2020-01-16T13:41:40+01:00,2020-01-16T16:48:45+01:00,74,2149,United Nations High Commissioner for Refugees,84,1,survey,204,https://microdata.unhcr.org/index.php/catalog/204,,29.0,Socioeconomic Assessment of Refugees
531,UNHCR_AFG_2014_VOL_REP,3,licensed,"Voluntary Repatriation, 2014",Afghanistan,2014,2014,ASIA,Asia Pacific,2022-01-18T14:25:37+01:00,2022-01-18T15:21:40+01:00,11,949,UNHCR,136,1,survey,600,https://microdata.unhcr.org/index.php/catalog/600,,249.0,Voluntary Repatriation
532,WBG_WBG_2014_MICS_v01_M,5,remote,Multiple Indicator Cluster Survey 2014,West Bank and Gaza,2014,2014,WBG,The World Bank Microdata Library,2021-05-19T06:09:06+02:00,2021-05-19T06:09:06+02:00,730,14864,"United Nations Children’s Fund, Palestinian Central Bureau of Statistics, Ministry of Health",212,1,survey,431,https://microdata.unhcr.org/index.php/catalog/431,,153.0,Multiple Indicator Cluster Survey
533,UNHCR_BFA_SENS_2014,3,licensed,"Standardized Expanded Nutrition Survey - 2014, Refugee camps: Mentao, Goudebo, and Sag-Nioniogo",Burkina Faso,2014,2014,WA,West and Central Africa,2021-06-21T19:49:26+02:00,2021-06-21T19:49:52+02:00,82,1973,UNHCR,0,1,survey,466,https://microdata.unhcr.org/index.php/catalog/466,,177.0,Standardized Expanded Nutrition Survey (SENS)
534,UNHCR_CAF_Voluntary_repatriation_PM_v2.1,3,licensed,Refugees Voluntary Repatriation - 2013-2019,Central African Republic,2019,2019,WA,West and Central Africa,2023-01-05T23:29:51+01:00,2023-01-16T07:35:43+01:00,0,436,UNHCR,17,1,survey,832,https://microdata.unhcr.org/index.php/catalog/832,,,
535,UNHCR_AFG_2013_VOL_REP,3,licensed,"Voluntary Repatriation, 2013",Afghanistan,2013,2013,ASIA,Asia Pacific,2022-01-18T14:28:29+01:00,2022-01-18T15:23:58+01:00,11,1081,UNHCR,112,1,survey,605,https://microdata.unhcr.org/index.php/catalog/605,,254.0,Voluntary Repatriation
536,UNHCR_BWA_2013_SENS_v2.1,3,licensed,Standardised Expanded Nutrition Survey (Dukwi) - 2013,Botswana,2013,2013,SAO,Southern Africa,2022-05-12T19:31:44+02:00,2022-05-12T19:31:44+02:00,133,883,UNHCR,39,1,survey,663,https://microdata.unhcr.org/index.php/catalog/663,,283.0,Standardized Expanded Nutrition Survey (SENS)
